category_id,category_name,bias_types,indicator,severity,requires_context,recommended_action
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,unqualified,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,incompetent,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,unprepared,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,disorganized,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,scattered,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,confusing,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,ineffective,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,inexperienced,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,lost,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,clueless,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,doesn't know the material,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,not qualified to teach this,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,not a real expert,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,students knew more than the professor,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C02,Authority & Competence Challenges,Type 1 — Direct Identity Bias,not a real professor,review,recommended,"Flag and require corroboration from peer review, teaching materials, and credentials before treating as a pedagogical fact."
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,accent,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,hard to understand,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,incomprehensible,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,unclear speech,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,mumbles,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,broken English,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,foreign,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,thick accent,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,needs to work on their English,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,speaks too fast,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,speaks too slow,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C03,Accent & Language Bias,Type 1 — Direct Identity Bias,English is not their first language,review,recommended,Flag explicit language-bias indicators; separate actual accessibility issues from identity-coded judgments through independent observation.
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,unrelatable,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,disconnected,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,distant,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,out of place,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,awkward,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,weird,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,odd,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,doesn't connect with students,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,not the type of professor I expected,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,doesn't seem to belong here,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,not like other professors,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C04,Relatability & Fit,Type 1 — Direct Identity Bias; Type 3 — Stigmatized Identity Bias,feels like they're from a different world,review,recommended,"Flag as possible fit/forever-foreigner language, especially when unsupported by specific teaching evidence."
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,bossy,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,motherly,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,nurturing,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,emotional,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,hysterical,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,dramatic,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,sensitive,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,shrill,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,nagging,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,sweet,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,bubbly,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,ditzy,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,scattered,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,should smile more,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,too strict,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,too nice,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,too mean,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,doesn't command respect,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,came across as weak,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C05,Gendered Language Patterns,Type 1 — Direct Identity Bias,too aggressive for a woman,review,recommended,Flag gendered descriptors and double-bind constructions; compare against language used for male peers.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,loud,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,intimidating,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,aggressive,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,angry,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,threatening,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,foreign,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,different,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,unexpected,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,makes everything about race,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,biased against white students,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,doesn't like students like me,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,not the typical professor,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,brings their background into everything,review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C06,Racialized Language Patterns,Type 1 — Direct Identity Bias,treated me differently because I'm [identity],review,recommended,Flag for racialized bias review and check whether discomfort with course content is being displaced onto the instructor.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,biased,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,unfair,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,discriminatory,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,prejudiced,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,one-sided,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,agenda-driven,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,political,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,pushes their own views,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,too political,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,not objective,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,doesn't respect other viewpoints,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,silences students,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,grades based on whether you agree,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C07,Bias Claims Turned Outward,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,punishes conservative views,review,true,Flag; distinguish legitimate content-balance issues from majority-discomfort narratives and grade retaliation.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,political,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,one-sided,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,irrelevant,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,unnecessary,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,forced,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,preachy,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,propaganda,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,indoctrination,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,too much focus on race,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,too much focus on gender,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,identity politics,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,turned every topic into a race/gender issue,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,not relevant to the subject matter,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C08,Course Content Complaints as Proxy Bias,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,pushed a liberal agenda,review,true,Flag when content complaints target equity topics or the instructor's right to teach them; compare syllabus learning objectives.
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,grading is unfair,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,rubrics are unclear,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,I never know what they want,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,grading seems arbitrary,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,my grade doesn't reflect my effort,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,graded too harshly,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,exams don't reflect what we studied,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,takes forever to return assignments,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,feedback is not helpful,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,not accessible outside of class,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,way too much work,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,unreasonable expectations,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,the syllabus is confusing,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,I never know what's due,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,course is all over the place,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,hard to follow in class,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,lectures aren't useful,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C09,Pedagogical Complaints as Proxy Bias,Type 2 — Proxy Bias,doesn't engage the class,contextual,true,"Do not treat as automatically biased or automatically valid; require context, clustering, comparator data, and independent corroboration."
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,too hard for no reason,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,unrealistic expectations,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,sets students up to fail,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,impossible to do well,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,nitpicks everything,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,penalizes students for not being perfect,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,had to teach myself,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,learned despite the poor instruction,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,"the book was great, the professor not so much",contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,too strict,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,too lenient,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,too structured,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C10,Double-Bind of Rigor,Type 2 — Proxy Bias,too unstructured,contextual,true,Detect contradictory complaint clusters; compare grade distributions and follow-on learning evidence.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,too harsh,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,unnecessarily blunt,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,abrasive delivery,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,attacked students for asking questions,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,condescending tone,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,went on a rant,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,had an outburst,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,more aggressive than I expected,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,doesn't seem qualified,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,not available enough,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
C11,Structural & Tonal Tropes,Type 1 — Direct Identity Bias; Type 2 — Proxy Bias,doesn't care about student success,review,true,Classify trope family; evaluate intersectional compounding and specific protected review needs.
